ID,step,angle,x,y,x_m,y_m,date,hour,cosHour,sinHour,behavior,Elephant,Stage,Zone
E2,0.04334976344004102,0.5175066084619696,460.90859242867134,6279.836893065544,460908.5924286713,6279836.893065544,2022-08-15T01:57:40Z,1.95,0.8724960070727972,0.4886212414969549,Resting,E2,pre,KW_Home
E2,0.004530896724628033,-2.697807286795591,460.9186241982558,6279.879066108941,460918.6241982558,6279879.06610894,2022-08-15T02:28:10Z,2.466666666666667,0.7986355100472928,0.6018150231520483,Resting,E2,pre,KW_Home
E2,0.01920964085364208,2.052482773075466,460.91956983331755,6279.874634991761,460919.56983331754,6279874.634991761,2022-08-15T02:57:50Z,2.95,0.7163019434246543,0.6977904598416802,Resting,E2,pre,KW_Home
E2,0.00480731502709845,0.4867358059166744,460.934361439373,6279.886891365288,460934.361439373,6279886.891365288,2022-08-15T03:27:55Z,3.45,0.619093949309834,0.785316930880745,Resting,E2,pre,KW_Home
E2,9.275870108971185e-4,-1.1746063553873098,460.9361985480411,6279.89133380938,460936.1985480411,6279891.3338093795,2022-08-15T03:58:32Z,3.966666666666667,0.5075383629607042,0.8616291604415257,Resting,E2,pre,KW_Home
E2,0.008637765883074956,2.8819687483549923,460.93712612737033,6279.891337584396,460937.12612737034,6279891.337584396,2022-08-15T04:28:09Z,4.466666666666667,0.3907311284892737,0.9205048534524404,Resting,E2,pre,KW_Home
E2,0.012848314986290504,0.6120517078975354,460.92876888711464,6279.893521052912,460928.76888711465,6279893.521052912,2022-08-15T04:58:16Z,4.966666666666667,0.26723837607825673,0.9636304532086231,Foraging,E2,pre,KW_Home
E2,0.32091187432246104,-2.866263252747133,460.9167284110824,6279.889037066415,460916.72841108235,6279889.037066415,2022-08-15T05:29:10Z,5.483333333333333,0.13485093027372286,0.9908658973868822,Movement,E2,pre,KW_Home
E2,0.22290336783028086,0.9222045422376635,461.1756881946598,6280.078574032653,461175.68819465983,6280078.574032653,2022-08-15T05:58:40Z,5.966666666666667,0.008726535498374119,0.9999619230641713,Movement,E2,pre,KW_Home
E2,0.0438727167275956,2.9924363678754617,461.17942496191336,6280.301446076572,461179.4249619134,6280301.446076572,2022-08-15T06:28:35Z,6.466666666666667,-0.12186934340514759,0.992546151641322,Foraging,E2,pre,KW_Home
E2,0.02620199841674022,1.2566037708607765,461.1721789049812,6280.258175879761,461172.1789049812,6280258.175879762,2022-08-15T06:58:42Z,6.966666666666667,-0.2503800040544414,0.9681476403781077,Foraging,E2,pre,KW_Home
E2,0.009296162278317076,-0.7826229019199227,461.19541856873485,6280.24607370022,461195.41856873484,6280246.07370022,2022-08-15T07:29:02Z,7.483333333333333,-0.37864861735243294,0.9255405040175664,Foraging,E2,pre,KW_Home
E2,0.024829145269248527,-0.4919216926141845,461.1982372606918,6280.237215167116,461198.2372606918,6280237.215167116,2022-08-15T07:58:51Z,7.966666666666667,-0.492423560103467,0.8703556959398997,Foraging,E2,pre,KW_Home
E2,0.1060328599494759,0.6406272373191535,461.19369780276827,6280.212804518281,461193.69780276826,6280212.804518281,2022-08-15T08:29:21Z,8.483333333333333,-0.6052939880428942,0.796002002534622,Foraging,E2,pre,KW_Home
E2,0.09822698558160319,-2.9919270764719044,461.2404633099435,6280.117641738121,461240.4633099435,6280117.641738121,2022-08-15T08:59:03Z,8.983333333333333,-0.7040147244559681,0.7101853756232855,Foraging,E2,pre,KW_Home
E2,0.03427744920460163,-1.1111735567026078,461.1844799816897,6280.198353618623,461184.4799816897,6280198.353618623,2022-08-15T09:29:10Z,9.483333333333333,-0.7906895737438431,0.6122172800344496,Foraging,E2,pre,KW_Home
E2,0.050729737766496835,0.23093925441592034,461.2010559475774,6280.228356633119,461201.0559475774,6280228.356633119,2022-08-15T09:59:40Z,9.983333333333333,-0.8638355052043954,0.5037739770455267,Foraging,E2,pre,KW_Home
